,BPA,PNW,SDGE,SCE,PGE_valley,PGE_bay
45,8125.159547179072,22073.763459111553,2595.7333297815376,11107.514706661326,6883.626363728903,5307.695883260688
46,7622.43837497058,19864.86749055956,2475.087363371617,10665.542413119492,6470.222188397741,5037.002827541245
47,7202.835535209859,18335.7094489965,2269.245947645077,10059.481950481833,6004.852533450334,4714.87526445228
48,6127.320302313036,16699.64567389733,2229.952235803416,10011.449595473485,5873.7015445858515,4553.904852605532
49,6038.859256738614,16431.182826812324,2021.032318534351,9110.165345719352,5404.6747356117085,4438.349542358215
50,6047.883669030568,16489.581591297214,1920.1013423995485,8758.069245567547,5111.029906202485,4354.843547558744
51,6137.560628603293,16793.143044664444,1870.0837057676,8525.801738387423,5036.580371109845,4340.893695528701
52,6356.461795658385,17511.129434103845,1855.5905795152403,8509.791456371877,4920.956878503935,4383.26000123801
53,6803.9176104710705,19391.76559201141,1890.4374077340096,8707.440490535493,4977.977036109035,4479.0971410199245
54,7378.129889886573,22706.962423877063,1994.0227620722508,9220.69539688557,5254.263221053411,4720.38611246899
55,7782.704940353617,24445.483728485266,2152.385202060082,9828.672764053974,5652.056695378456,5122.936962524569
56,7907.201013496757,24259.74265609586,2279.4359021457803,10185.981398228174,6115.512736239567,5198.879373397164
57,7861.907099467529,23442.25677899056,2346.0459078551407,10503.663264068018,5811.817447936727,5663.555983644193
58,7588.715529841301,22388.156465050623,2381.946742487949,10750.180518065335,6243.343217464579,5424.088636768471
59,7470.369038112316,21577.171370609496,2388.6099737699274,10912.196991726005,6253.332254428357,5363.549703226799
60,7306.947721835146,20842.092625596648,2380.3338608848253,10897.894713769598,6201.7015560593245,5251.302965146225
61,7160.710644669111,20366.880467647872,2369.547681988991,10805.63177236441,6024.7490574687745,5193.403263964074
62,7049.757540463727,20022.304752250333,2356.6530284181745,10671.84892239843,6007.039645379232,5129.180177372401
63,7090.775481171449,20371.801640001184,2352.388176932479,10582.914854796036,5940.8094164057175,5144.0013770680425
64,7460.033899220375,21981.646676486165,2376.4854514667886,10469.841546586207,6084.109591435134,5167.276231097565
65,7874.968095344879,23918.720851410653,2537.751607819192,10823.95532050701,6525.414655574803,5290.108833301503
66,7864.139496871229,23989.70103841465,2814.1544305323528,12057.579939436408,7322.471924300146,5698.486894396633
67,7754.497289367067,23625.487333185,2911.2171916879947,12353.33047386676,7499.0352579320415,5731.14640715559
68,7580.044913534881,22771.002629981853,2851.796297040922,12196.760439597087,7364.1125710822525,5628.6831217339195
69,7260.852120602247,21071.811903035123,2765.368776781714,11974.760385181911,7174.256900627798,5511.0523314740685
70,6776.180999261728,18948.562402293846,2636.9372254395753,11418.35900184546,6792.043357946849,5222.337272963139
71,6375.174271419373,17470.481909864837,2417.4627913915197,10638.795298291709,6304.307412769922,4908.842188520745
72,6411.226407900978,16936.364694462525,2126.6188108440615,9853.938384929144,5257.8283963471695,4199.101471671361
73,6267.734002354777,16560.08196516731,1938.076684169916,9138.45225605782,4986.327294353894,4106.608241157709
74,6267.307091137003,16542.399446688356,1846.587523452436,8807.740581230802,4698.745678611237,4084.6306157475947
75,6350.291172492673,16737.321827589123,1799.5155451112998,8621.374772789086,4653.773865781808,4008.182472170713
76,6605.974842467625,17409.220760494267,1782.9121081411135,8631.257205949276,4600.096436137298,4068.466374290792
77,7098.744583386483,18986.8852578288,1826.7955519545606,8885.715956039254,4657.969854028347,4217.461173030258
78,7769.948646760341,22064.437801041047,1954.198897079149,9586.350995211384,4965.876157771145,4453.3669994726315
79,8190.541162133585,23748.43594302133,2168.093143553653,10446.103700968843,5489.989372759685,4938.524672576233
80,8227.705110688408,23530.156288554983,2307.2299672982786,10925.627945871916,5769.210337771277,5237.30225092794
81,8154.605172151458,23013.36950827058,2377.597782608666,11208.82901510077,5764.058881963719,5300.384643990014
82,8007.128370622509,22526.45268677772,2407.0341389390796,11438.661040713483,5936.580451663801,5361.1348169195635
83,7870.850532550851,22029.09069924254,2419.848989038957,11566.832856363251,6049.251825961136,5130.163918977312
84,7711.51894022657,21560.329491795128,2411.0726369231093,11540.232704985428,5991.362334800919,5002.738597964783
85,7565.66447303995,21165.594296018706,2401.987010304213,11430.11779103724,5819.920533498896,4903.652967783542
86,7455.02352790572,20911.911549373886,2393.672258268076,11304.122328659023,5745.25078310547,4898.978610321361
87,7505.583682812748,21151.063283098174,2383.8676073674424,11176.273455976314,5743.965816472121,4880.776505594055
88,7809.900757588317,22495.356389321565,2394.081737678537,11032.648965050306,5819.731438839078,4959.973942445598
89,8173.420815563633,23885.69085938157,2533.225990150884,11315.952561171815,6201.543281727257,5136.901416349078
90,8145.665883567178,23682.040664454926,2788.1953733554833,12499.10498383402,6998.755576953531,5462.872381372915
91,7988.559939635748,23031.04374927644,2874.637524167538,12732.840033307892,7074.568042041937,5470.973731541915
92,7762.730896221444,21989.76138666215,2814.364594806308,12574.058923182523,7198.5914822560035,5133.445261642999
93,7385.987330054479,20177.798003878743,2723.734248349559,12284.663571158564,6978.583141433492,5004.434720921966
94,6892.897752414365,18323.708184199433,2581.3082767444607,11674.060613803584,6483.410757690687,4884.799770115065
95,6463.646247666869,16941.82955450136,2342.4632630326173,10772.18391508698,5942.8192505732195,4537.857136165049
96,6229.99957199166,16063.59773753361,1850.3124550654074,8808.86583716011,5379.963824885075,3695.942878361312
97,6112.273115735808,15680.298892778937,1693.9847061504233,8249.241981533469,5037.119539269438,3600.595140640224
98,6093.303952488351,15583.919142543245,1612.3007102431473,7956.410911071632,4852.170241673508,3523.289509183783
99,6162.14248420694,15741.835346272812,1567.8238660262878,7763.83997025536,4753.446250434311,3497.166170326609
100,6392.517908494118,16386.529353308222,1553.930726743682,7725.827918203156,4748.445369521082,3545.4894534966534
101,6890.535006627421,17882.451430550533,1583.9564557835427,7902.192551202279,4758.552737860464,3605.719551357315
102,7539.4474076086735,20604.939558576454,1685.2860370202325,8435.118630721523,4958.198253857136,3832.0688267840387
103,7894.670217653053,22338.19544454552,1870.3764512788036,9167.860897801616,5410.428858080026,4290.146464270761
104,7897.125096339871,22290.58538405116,1969.5895548863546,9463.199394659465,5633.615322406594,4505.071923963353
105,7811.19720209292,21881.1722674199,2030.8380990935223,9703.89352928691,5695.475532731974,4664.211332600694
106,7681.4847348195135,21485.741035250812,2060.707361416549,9946.084607264198,5927.026768813053,4686.684263934587
107,7530.332269542439,21159.3917887361,2079.1375753796983,10080.746580803103,5894.860105933821,4568.25313565644
108,7397.408893142644,20830.88203593944,2078.416850955522,10089.523281366697,5801.008286974176,4496.940331500947
109,7283.675966446511,20568.9629149939,2072.0222456682536,10038.639800624402,5628.448060853706,4453.9508790229465
110,7180.998681370626,20381.78374731566,2061.2034030692685,9923.454905860308,5632.99364660315,4391.404212844591
111,7211.757656976747,20594.24175105668,2057.515740145043,9842.688392741164,5591.042626311593,4377.328609212126
112,7522.6038077528265,21822.315937520587,2075.8518773629967,9739.247820845327,5695.884533319455,4367.719005832571
113,7936.938658421722,23089.21872282162,2206.1970116335183,9978.628946014558,6067.662335816905,4591.772582860708
114,7953.147596898866,22793.084321516813,2443.480691175858,11037.608693179249,6786.195940220347,5000.921362971623
115,7808.830602607652,22024.82182163816,2523.7269383001017,11323.76122182605,7004.1880719694245,4859.365518819822
116,7596.676936375044,21022.363176296545,2464.4377215187064,11173.619454670416,7131.503692678629,4653.656609870378
117,7234.959358329643,19530.737724746854,2381.295771877439,10859.566943739761,6972.22934523436,4485.228420754809
118,6767.887971782919,18123.935711284066,2247.414618402432,10318.934269667825,6447.783069489134,4302.535595646144
119,6369.089022378964,16926.609373690313,2033.6416607146912,9484.198565443372,5955.8709255496615,4004.650512815505
120,5661.736699986049,15004.513307292711,1868.014105978019,7854.293578894682,4775.150385076697,3694.0468671381022
121,5566.094084532315,14572.727898499379,1713.8291403799622,7400.04142863194,4593.064387795097,3511.694712683313
122,5557.509469204279,14310.392959422323,1632.2565551519513,7108.219728240132,4549.878815729864,3346.548554888997
123,5636.430372989628,14301.420766082967,1590.5520631197398,6924.645858517757,4457.442730168922,3312.607747920157
124,5870.776390628731,14604.390285687557,1576.4191091933735,6918.557191708206,4334.9431677872435,3497.4059483111614
125,6361.8068717129645,15325.058803077673,1611.6782869623848,7121.6357420029535,4304.5193030784285,3686.4184549551032
126,7015.6151535323415,16370.696700020182,1726.0910939474938,7615.477865815474,4515.71672131442,3900.439090386035
127,7424.737059896795,17252.128221507763,1935.9715397469195,8300.426504862287,4963.723714167406,4280.717845409539
128,7396.666189703158,17692.50508383491,2059.3627466993808,8677.880285049072,5247.072175192013,4476.223868033969
129,7254.96248138529,18035.22076794684,2109.4179894465055,8908.262476988037,5369.341555972525,4545.307942436813
130,7097.896464896818,18242.071896990907,2143.4321630282425,9079.304554458748,5437.072564454693,4600.403123058798
131,6905.5830387399255,18185.65551531088,2164.943359894762,9198.72163197825,5420.960826542307,4501.90195189198
132,6766.682694154761,17982.82476588493,2166.432877705817,9202.538382925055,5328.420254248028,4472.931063043239
133,6640.11333082252,17699.527143553474,2162.092194751715,9143.21107417983,5189.616304117709,4454.015099093528
134,6569.671721244338,17534.789926714122,2152.116461078216,9052.856221820311,5106.706764723572,4484.067416763461
135,6630.709519837017,17681.695356771892,2145.7620365599355,8981.177273200392,5053.707620253943,4466.7945155979105
136,6938.190462542693,18636.229963008544,2157.5886902750008,8875.678240325211,5081.2934101426545,4500.527526105615
137,7333.575545176325,19932.453121875882,2284.1131841377014,9074.494511745203,5497.241436522197,4572.825657714665
138,7354.473645490198,19857.133813417997,2516.3140117069897,10001.165579114959,6144.110439326481,4932.1364187055115
139,7223.03717594656,19343.784854319852,2585.426620314842,10183.733434327714,6179.571338131338,4887.448793461513
140,7046.204414445313,18751.127497968417,2521.7529557933003,10001.219044895653,6186.259444456681,4768.447228262455
141,6696.858773424052,17924.961027301673,2434.136350981409,9763.071370180975,6038.241496373284,4576.46945381966
142,6227.8334784302015,16738.35542914077,2297.9908336278263,9257.251767185147,5683.510251710329,4303.730255815137
143,5842.588739877373,15654.320346875013,2073.8085737373667,8523.985087638714,5348.117452408795,3982.8699315504086
144,5667.503042284403,14967.60736214793,1956.5190399689723,9317.532756784543,5502.177562230196,4274.626495472923
145,5584.204729234063,14605.838725348574,1789.151282987538,8783.92350239928,5254.6876073973435,4068.3960606982578
146,5583.760071899874,14499.45827860576,1706.9262718782236,8442.563939931932,5062.10585438547,3996.5305729751376
147,5668.442817676917,14632.948919087117,1663.5880835603402,8213.490721552895,4875.633470840373,3986.7534125403176
148,5899.838759513624,15058.856439741074,1651.71050046814,8198.14882115772,4848.490139628718,4046.126833080733
149,6418.2801967226105,15936.691257277898,1691.5261211161437,8437.886974487434,4891.510696106608,4128.957042070743
150,7104.331432188386,17213.816601661314,1823.8524669411167,9054.665368436912,5126.339772982795,4432.750852923473
151,7495.833511286117,18376.347951551194,2069.5877614517526,9960.859790075245,5691.340253201633,4903.943775290671
152,7441.0543863280245,18912.523826284072,2206.247984411873,10402.497881706122,6043.350519986093,5232.665644650351
153,7307.811024384428,19184.34343982753,2257.329676661292,10678.307345387952,6105.909613513971,5281.003209421255
154,7159.219902252735,19055.321467468388,2280.15408455828,10901.022585977269,6383.791911790888,5179.332083266504
155,6998.2334530081625,18653.516354383813,2293.048989367429,11074.077352749515,6403.447460877591,5090.676606066972
156,6847.060630811676,18259.662985744977,2290.469516608386,11013.61827087347,6304.838113887291,4983.028527274107
157,6717.722853343472,17893.887171970895,2280.5557337252467,10965.907690199127,6116.994021451263,4918.220602935304
158,6653.093666471809,17670.963450758838,2265.5878365141803,10831.064506900315,5984.880913375367,4921.528444577073
159,6694.3682438709775,17840.1146272482,2256.5338404942217,10703.591526661752,5833.960170216444,5086.228792079964
160,6985.107750581285,19161.18925466908,2267.75572273829,10560.518139460004,5880.1107455032625,5100.725330649598
161,7340.5447676975,21141.77720186841,2393.452476554982,10777.329716865119,6316.694436712614,5172.850012074464
162,7342.921262599532,21373.58114608809,2633.553086980471,11824.291355851085,7035.053507567695,5634.709133925069
163,7202.492485300929,21001.951275904783,2713.9677150882812,12052.162342652222,7174.225281247202,5586.340088670886
164,7016.372975567468,20226.797110811334,2647.855340013373,11857.18961956099,7091.565876846824,5479.066732577392
165,6676.955341168475,18992.536379905687,2552.1624920582867,11579.812989572474,6885.897549184456,5356.724963081539
166,6219.1136413849545,17371.214093751987,2410.0106216442227,11009.29240300309,6550.812838497912,5086.292147963455
167,5843.978366154533,16158.832867547459,2177.936972045215,10197.751485885296,5965.743513679391,4798.4014285357825
168,6240.074826748733,16064.408053109506,1873.3537579466793,8991.927077450744,5246.323247800934,4404.674497540208
169,6120.985629071249,15763.682256341832,1718.9479977594483,8382.733500695564,4889.504338265724,4294.651573081734
170,6094.317783171246,15777.920240396335,1641.6996786957075,8048.149660216692,4740.199143509535,4199.578139222545
171,6163.097521097574,16042.203844583053,1595.7573352269092,7824.926975190594,4663.887953788065,4140.632676791868
172,6404.804374299358,16807.37152743032,1581.07884557363,7790.464002853332,4582.952845266154,4189.221343933638
173,6928.442413613401,18476.016974898073,1615.1938755293743,7980.837073786159,4657.5622129292615,4270.033091921241
174,7625.842863491099,21571.38993305808,1724.8319071799583,8490.652183894523,4914.135342876045,4452.609079018747
175,8065.675917789117,23430.40727780314,1932.5330037364918,9200.503185909845,5278.080909241106,4946.020082885662
176,8111.464323254213,23320.52033924628,2050.411402946175,9560.4677301374,5651.857654245515,5256.8836448065285
177,8044.034998950452,22754.64793839978,2105.352117698451,9813.324027797566,5709.810673427222,5332.425383644271
178,7887.9704566487535,22142.540683850242,2132.6351691570553,9985.960588858907,5843.828981255955,5299.510397648697
179,7692.784343918006,21431.81374147401,2144.77767753327,10141.758185281793,5813.6506329894955,5182.005593952295
180,7525.2344835809845,20780.84932683269,2141.1320803638555,10189.691732363679,5760.39196127774,5141.525077461284
181,7387.183493569272,20213.541272380193,2130.8373761749895,10110.426995961026,5652.630838329795,5000.0468825653215
182,7281.0018531575515,19798.007506708873,2120.552066639898,9982.479292600272,5531.722825803836,5047.396923870298
183,7333.618201309084,20081.304765597655,2111.883167485894,9897.958148423388,5478.456137361109,5092.072425982566
184,7659.531897006259,21766.07665854814,2128.7394391463095,9780.159391954941,5679.963995633543,5063.554530394097
185,8094.021005909824,23795.268620683055,2253.9437583732306,10035.886173476973,6066.39121205249,5181.885711028317
186,8099.236040359957,23918.34410051986,2491.1919895874553,11100.492516503617,6779.392452033407,5590.645613110924
187,7958.512856235327,23457.804216249348,2556.9352046147073,11325.424429813504,6892.56017988663,5490.072241583129
188,7752.940893623821,22584.37786151707,2495.8811429814214,11096.215219482523,6870.800057586244,5445.176318151345
189,7394.329804047753,20893.4233722673,2412.7910633928113,10861.120760330397,6717.891423282639,5290.72317269427
190,6908.035104377773,18895.257033888323,2279.6158055630303,10416.833294235837,6272.843363889556,5092.679753640024
191,6511.860861904995,17424.16651669242,2069.709270581693,9661.115241729549,5807.503611432576,4746.355535108774
192,5707.662605469249,16043.69056828178,1977.397389241748,8458.230249092407,5262.33521984692,4800.921479462858
193,5612.037223165068,15767.886522137602,1815.700802598858,7961.9673639610455,4996.318332432428,4598.704749359524
194,5591.492937533079,15744.244119107967,1730.4603840364496,7651.59936564855,4762.491224447044,4503.4628002683585
195,5656.824135790687,15974.632543989886,1683.5936437042185,7438.427472455561,4730.1510026711285,4360.240780253572
196,5869.570897346018,16684.289102815797,1668.1242623959938,7408.154270018422,4639.735443385683,4414.752993616923
197,6300.703671796736,18346.367584965323,1696.0762337879216,7581.486484660317,4673.7368516590695,4531.000143793585
198,6890.758206500676,21579.663170153923,1795.9949634520055,7995.130943611725,4828.361023513105,4746.1367228800145
199,7293.006198389749,23347.22674810415,1987.4265596508956,8515.729399086325,5162.658203876939,5178.011662735137
200,7395.045196620288,23056.34196116607,2093.0225581432505,8900.578407528094,5470.829164419365,5460.905098614175
201,7374.500883205242,22280.820745493784,2156.128645542384,9207.356125952236,5579.788608782396,5601.391531018932
202,7246.4247085809175,21495.59799236123,2189.5450497693523,9408.604481157065,5784.537347572796,5590.495385710789
203,7083.860413412786,20810.872948639382,2201.987430642406,9581.917996240687,5894.624000771601,5505.3889402237755
204,6950.269674347523,20212.285590520005,2198.494107757902,9570.900226598844,5842.329132963628,5453.847188554065
205,6825.373425108363,19713.664118896544,2189.004187673192,9524.415752215087,5689.584372093432,5330.496984540236
206,6746.422480987231,19380.882486731494,2178.5783711820764,9399.67041167925,5577.327162888447,5355.651714830456
207,6796.506667584726,19764.93584306545,2174.6900341914506,9283.658648290504,5578.097973588597,5280.279928637173
208,7069.678292879976,21502.789531874398,2191.1038141884414,9188.138200157155,5539.664305554307,5429.12031236399
209,7442.308162385975,23499.541809225084,2321.831184989636,9429.850070339671,6041.403202994676,5497.06952623696
210,7444.5432125300895,23590.918377676648,2573.975496903673,10432.039500443983,6765.892378970103,6000.509509404859
211,7302.068268180611,23136.84270473737,2651.459339757023,10651.454236115234,6885.423960801474,5950.530816420014
212,7114.485861343866,22337.545460393183,2594.1559513458183,10445.660584967043,6794.226207163773,5849.108102968424
213,6799.946794198941,20751.9300785973,2511.70891800257,10263.834280777768,6721.053840141954,5673.809576001611
214,6354.300845284546,18595.923503384896,2378.4049768182404,9785.352114639454,6313.94231267823,5381.7377429654025
215,5977.647857034306,17110.521770820946,2164.452601725566,9078.814638170701,5853.699571215751,5032.081480406819
216,5595.165138123133,16167.490509707428,2045.1940832843843,9044.118235320104,5373.157294512971,4852.339070173478
217,5503.3308994165445,15895.654469490253,1873.5816921093692,8448.58022961552,5005.407335158899,4788.196517556644
218,5475.587880805039,15917.372260560314,1783.457877534736,8134.804595218455,4767.659907427748,4731.296350039503
219,5540.734955807278,16196.317371868432,1735.0796321018463,7917.90339708838,4654.430922346575,4672.650580084821
220,5750.767369290691,16906.96146522478,1717.36443391853,7883.490791450418,4616.296919550098,4788.312516654487
221,6184.52889283164,18773.989789349234,1746.287023302963,8039.76495985952,4657.447316377411,4880.698947622974
222,6775.583166685492,22106.595073141863,1849.0976211025084,8489.704054309172,4830.946763126493,5054.1259613327975
223,7173.610546483347,23837.282249592252,2041.5673331462183,9022.236265825572,5199.322282996069,5488.157450847969
224,7257.367720768459,23612.242278344816,2152.9378258547467,9414.639986040242,5657.198745545057,5602.010779183659
225,7206.848344766011,22784.778651823162,2226.2577177014005,9782.230501695829,5358.821986313266,6082.026612610998
226,7064.471150468459,21865.525000655034,2268.636931885502,10017.502286232713,5766.716073996311,5834.187262183576
227,6884.8567680176075,20990.13264302616,2286.7773394067017,10194.702935797493,5797.520963895606,5790.985189488832
228,6731.991420977968,20264.80340976222,2284.504271962128,10179.23704335071,5791.991260825705,5712.318262563992
229,6615.519455986625,19824.022193942637,2275.3900860529166,10157.90659631246,5607.145013660369,5629.597497213641
230,6524.164940348983,19497.36506711284,2264.074543027555,10059.838080929916,5598.575711563754,5567.999813364754
231,6583.730682698841,19863.143926551318,2258.480260845415,9975.972083675562,5546.601202577806,5593.3339456790445
232,6885.02118807877,21404.214592878678,2277.228618635446,9887.153925428174,5646.697179586532,5586.192024059769
233,7279.002662611307,23321.948961188453,2419.825197363097,10162.80489387302,6096.104383209002,5754.871280191935
234,7293.161497819106,23421.135954339778,2692.790756118037,11243.797316814153,6878.623018036872,6234.749237997141
235,7178.439674282364,23047.096803123044,2775.4450833696073,11493.370187570907,7056.1502782201505,6280.114694398761
236,7013.773125761749,22207.063757185973,2707.859705202888,11316.339759292514,6961.315104931294,6196.746914709538
237,6705.5234146951525,20517.289654616656,2615.1269055121065,11106.538659510059,6733.940302925813,6024.164160776827
238,6268.79815604261,18440.21955907473,2473.220263521512,10582.559471990984,6346.493839539329,5683.393375058742
239,5889.9593623408455,16986.073458274936,2247.6037649147383,9835.717936872288,5894.86839464397,5345.476287865019
240,5892.435177724024,16418.6199217742,1915.6855824505474,7816.494771034069,4924.528202276604,4706.080412478538
241,5798.725412324775,16091.073375137306,1758.1049556617104,7317.531719511511,4697.07146738407,4629.057412100518
242,5807.977747364387,16083.070102915743,1676.2832436486628,7040.410491408325,4460.9100999043285,4640.19365756068
243,5889.068276521009,16276.09893161746,1631.295207163223,6849.70498002066,4389.927792872225,4523.534230555343
244,6135.991077281778,16939.23699530842,1617.6092413444505,6842.296270011975,4369.585127181168,4626.133070266294
245,6654.735901072205,18544.40303300315,1651.724051278452,7032.085644622537,4366.185334464573,4728.710610895417
246,7313.343031531405,21606.785728323484,1763.5172649966116,7548.062100538896,4570.5787139348595,4903.816870853528
247,7742.141979425364,23298.51030282448,1972.3903682926436,8179.0485613805195,5038.64253794076,5422.850138412461
248,7759.5898892891,23063.087524644303,2085.484899113237,8526.656000030367,5307.873354186939,5763.713581831689
249,7664.29760608975,22523.781942208876,2143.9722857109487,8743.461515987638,5365.326123801464,5900.982713142115
250,7525.405106705513,22045.535880349355,2172.040926210929,8920.836473682997,5545.343229548056,5989.331884285207
251,7367.846926535419,21523.514178249854,2184.529495743397,9043.905419050983,5668.160440560853,5748.254574250436
252,7220.413172974144,21070.03018203133,2184.314570397492,9035.009949482814,5654.448247740327,5645.567773264812
253,7064.444147281294,20663.634597794167,2179.473494626265,9016.459843670082,5498.010081164049,5541.204798060625
254,6967.893290584711,20423.168397075628,2169.352816544123,8904.741997162619,5409.625992458136,5516.870737057483
255,7018.976029354787,20665.34854461747,2161.96265353993,8790.395832237533,5407.789732839101,5496.513003749453
256,7306.337058790146,21995.732062989275,2176.2577566273426,8711.502297424242,5485.376996534142,5590.6187736784705
257,7778.2175651099415,23488.068236462,2304.529641401524,8930.843200386082,5873.974418671078,5818.609957261284
258,7820.8887843077655,23358.79002268414,2554.161517120125,9921.252465219144,6567.551441118606,6128.94975542909
259,7689.887820547585,22731.56517269965,2632.2949074954363,10160.56914431265,6673.817571268403,6171.569909560129
260,7489.126256960538,21716.24320488987,2565.4353989118804,10012.823700630213,6785.812330974491,5787.035492451953
261,7124.370171157742,19913.761472516126,2472.0495693981848,9757.168095350717,6610.428575961225,5668.3790049202735
262,6636.083292522551,18066.173724307617,2331.7556023457655,9302.651380656815,6104.543520149633,5503.314199706578
263,6247.141152629409,16725.3244594639,2108.5630815511504,8584.605614930551,5611.608514671175,5126.538329157707
264,5894.927221092391,15728.765386634339,1773.8225739457728,7430.985324100939,4977.265018113843,3878.996509555892
265,5812.052755354161,15380.798532397293,1658.0441393946599,7030.2181111610635,4721.513447356879,3829.54763054798
266,5794.121834661254,15284.01702471615,1585.10568528731,6787.5193521252195,4525.01560349711,3727.978687503604
267,5872.888681286969,15452.58154335284,1544.5728361701492,6611.563212049996,4413.953553478439,3684.424542452328
268,6091.445449705514,16083.843979542362,1533.5696416490373,6606.086886536758,4401.6357554846745,3728.286977587816
269,6565.2662721393135,17555.656238573796,1569.01026249856,6756.703287451857,4435.425585270798,3812.9174702659643
270,7209.619257813535,20272.69203631543,1678.0733134659956,7197.241272519451,4661.12130956412,4087.292740010411
271,7577.415972781224,22023.427657162316,1875.602767932062,7800.0969732001795,5052.862510981208,4542.897892969599
272,7585.245551209477,21980.31875389802,1981.6094464871373,8089.634583503601,5351.663765372488,4852.874752456471
